SegmentID,SegmentName,SegmentTrace
2140,"Butano 2011 CFM, Subsection 2","[[-122.04008, 37.17293, 0.0], [-122.0811, 37.19771, 0.0], [-122.09447, 37.2002, 0.0]]"
1361,"San Andreas (Peninsula) 2011 CFM, Subsection 1","[[-122.0484, 37.21722, 0.0], [-122.05407, 37.22235, 0.0], [-122.0946, 37.25948, 0.0]]"
2501,"San Andreas (Peninsula) 2011 CFM, Subsection 2","[[-122.0946, 37.25948, 0.0], [-122.11594, 37.27902, 0.0], [-122.14343, 37.29976, 0.0]]"
2115,"San Andreas (Peninsula) 2011 CFM, Subsection 3","[[-122.14343, 37.29976, 0.0], [-122.16575, 37.31659, 0.0], [-122.19097, 37.34096, 0.0]]"
22,"Pilarcitos 2011 CFM, Subsection 0","[[-122.16225, 37.31225, 0.0], [-122.20141, 37.33987, 0.0]]"
1310,"Pilarcitos 2011 CFM, Subsection 1","[[-122.20141, 37.33987, 0.0], [-122.2164, 37.35044, 0.0], [-122.23719, 37.37011, 0.0]]"
533,"Pilarcitos 2011 CFM, Subsection 2","[[-122.23719, 37.37011, 0.0], [-122.25534, 37.38728, 0.0], [-122.2733, 37.40012, 0.0]]"
579,"Pilarcitos 2011 CFM, Subsection 3","[[-122.2733, 37.40012, 0.0], [-122.31227, 37.42796, 0.0]]"
261,"Pilarcitos 2011 CFM, Subsection 4","[[-122.31227, 37.42796, 0.0], [-122.34211, 37.44925, 0.0], [-122.34788, 37.45788, 0.0]]"
2069,"Pilarcitos 2011 CFM, Subsection 5","[[-122.34788, 37.45788, 0.0], [-122.37248, 37.49464, 0.0]]"
337,"Pilarcitos 2011 CFM, Subsection 6","[[-122.37248, 37.49464, 0.0], [-122.39136, 37.52283, 0.0], [-122.40099, 37.52881, 0.0]]"
1388,"Pilarcitos 2011 CFM, Subsection 7","[[-122.40099, 37.52881, 0.0], [-122.44232, 37.55447, 0.0]]"
2055,"Pilarcitos 2011 CFM, Subsection 8","[[-122.44232, 37.55447, 0.0], [-122.48368, 37.58011, 0.0]]"
1452,"Pilarcitos 2011 CFM, Subsection 9","[[-122.48368, 37.58011, 0.0], [-122.49369, 37.58631, 0.0], [-122.52071, 37.60949, 0.0]]"
1064,"Pilarcitos 2011 CFM, Subsection 10","[[-122.52071, 37.60949, 0.0], [-122.55638, 37.64006, 0.0]]"
2290,"San Gregorio (North) 2011 CFM, Subsection 6","[[-122.5694, 37.65524, 0.0], [-122.54849, 37.60748, 0.0]]"
1578,"San Gregorio (North) 2011 CFM, Subsection 5","[[-122.59019, 37.70304, 0.0], [-122.57074, 37.6583, 0.0], [-122.5694, 37.65524, 0.0]]"
1487,"San Gregorio (North) 2011 CFM, Subsection 4","[[-122.611, 37.75083, 0.0], [-122.59019, 37.70304, 0.0]]"
1524,"San Gregorio (North) 2011 CFM, Subsection 3","[[-122.63269, 37.79837, 0.0], [-122.62569, 37.78453, 0.0], [-122.611, 37.75083, 0.0]]"
1317,"San Gregorio (North) 2011 CFM, Subsection 2","[[-122.65645, 37.8453, 0.0], [-122.63269, 37.79837, 0.0]]"
2571,"San Gregorio (North) 2011 CFM, Subsection 1","[[-122.68107, 37.89196, 0.0], [-122.65915, 37.85063, 0.0], [-122.65645, 37.8453, 0.0]]"
740,"San Gregorio (North) 2011 CFM, Subsection 0","[[-122.70499, 37.93885, 0.0], [-122.6831, 37.89578, 0.0], [-122.68107, 37.89196, 0.0]]"
1904,"San Andreas (North Coast) 2011 CFM, Subsection 1","[[-122.70154, 37.93494, 0.0], [-122.70197, 37.9354, 0.0], [-122.73466, 37.97518, 0.0]]"
1089,"San Andreas (North Coast) 2011 CFM, Subsection 2","[[-122.73466, 37.97518, 0.0], [-122.76778, 38.01543, 0.0]]"
1698,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 7","[[-121.06228, 36.52147, 0.0], [-121.01804, 36.47366, 0.0]]"
2020,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 6","[[-121.11317, 36.5648, 0.0], [-121.06315, 36.52241, 0.0], [-121.06228, 36.52147, 0.0]]"
1924,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 5","[[-121.16296, 36.60897, 0.0], [-121.12877, 36.578, 0.0], [-121.11317, 36.5648, 0.0]]"
1989,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 4","[[-121.21224, 36.65353, 0.0], [-121.16296, 36.60897, 0.0]]"
215,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 3","[[-121.25965, 36.69933, 0.0], [-121.24458, 36.68274, 0.0], [-121.21224, 36.65353, 0.0]]"
621,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 2","[[-121.30511, 36.74632, 0.0], [-121.29544, 36.73871, 0.0], [-121.25965, 36.69933, 0.0]]"
2254,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 1","[[-121.35723, 36.78867, 0.0], [-121.35454, 36.78515, 0.0], [-121.30511, 36.74632, 0.0]]"
225,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 0","[[-121.3961, 36.83948, 0.0], [-121.35723, 36.78867, 0.0]]"
65,"Calaveras (So) 2011 CFM, Subsection 0","[[-121.39613, 36.83948, 0.0], [-121.41374, 36.87652, 0.0]]"
794,"Calaveras (So) 2011 CFM, Subsection 1","[[-121.41374, 36.87652, 0.0], [-121.42202, 36.89392, 0.0], [-121.43156, 36.91349, 0.0]]"
2189,"Calaveras (So) 2011 CFM, Subsection 2","[[-121.43156, 36.91349, 0.0], [-121.44956, 36.9504, 0.0]]"
120,"Calaveras (So) 2011 CFM, Subsection 3","[[-121.44956, 36.9504, 0.0], [-121.45737, 36.96641, 0.0], [-121.47061, 36.9862, 0.0]]"
607,"Calaveras (So) 2011 CFM, Subsection 4","[[-121.47061, 36.9862, 0.0], [-121.494, 37.02115, 0.0]]"
1810,"Calaveras (So) 2011 CFM, Subsection 5","[[-121.494, 37.02115, 0.0], [-121.51742, 37.05609, 0.0]]"
2513,"Calaveras (Central) 2011 CFM, Subsection 0","[[-121.51742, 37.05689, 0.0], [-121.54156, 37.09971, 0.0]]"
1986,"Calaveras (Central) 2011 CFM, Subsection 1","[[-121.54156, 37.09971, 0.0], [-121.55998, 37.13236, 0.0], [-121.56911, 37.14082, 0.0]]"
1481,"Calaveras (Central) 2011 CFM, Subsection 2","[[-121.56911, 37.14082, 0.0], [-121.60502, 37.17406, 0.0], [-121.60717, 37.17663, 0.0]]"
762,"Calaveras (Central) 2011 CFM, Subsection 3","[[-121.60717, 37.17663, 0.0], [-121.63984, 37.21572, 0.0]]"
989,"Calaveras (Central) 2011 CFM, Subsection 4","[[-121.63984, 37.21572, 0.0], [-121.67024, 37.25205, 0.0], [-121.67125, 37.25526, 0.0]]"
2343,"Calaveras (Central) 2011 CFM, Subsection 5","[[-121.67125, 37.25526, 0.0], [-121.68551, 37.30027, 0.0], [-121.68592, 37.3007, 0.0]]"
1051,"Calaveras (Central) 2011 CFM, Subsection 6","[[-121.68592, 37.3007, 0.0], [-121.7216, 37.33811, 0.0]]"
2015,"Calaveras (Central) 2011 CFM, Subsection 7","[[-121.7216, 37.33811, 0.0], [-121.75732, 37.37551, 0.0]]"
1991,"Calaveras (Central) 2011 CFM, Subsection 8","[[-121.75732, 37.37551, 0.0], [-121.77087, 37.3897, 0.0], [-121.78828, 37.41535, 0.0]]"
1334,"Calaveras (Central) 2011 CFM, Subsection 9","[[-121.78828, 37.41535, 0.0], [-121.81635, 37.45668, 0.0]]"
738,"Calaveras (No) 2011 CFM, Subsection 6","[[-121.83743, 37.51579, 0.0], [-121.83463, 37.51025, 0.0], [-121.81635, 37.45669, 0.0]]"
547,"Calaveras (No) 2011 CFM, Subsection 5","[[-121.86624, 37.57286, 0.0], [-121.83743, 37.51579, 0.0]]"
1241,"Calaveras (No) 2011 CFM, Subsection 4","[[-121.89578, 37.62968, 0.0], [-121.89005, 37.61995, 0.0], [-121.86624, 37.57286, 0.0]]"
1605,"Calaveras (No) 2011 CFM, Subsection 3","[[-121.92858, 37.68539, 0.0], [-121.89578, 37.62968, 0.0]]"
703,"Calaveras (No) 2011 CFM, Subsection 2","[[-121.95515, 37.74312, 0.0], [-121.93286, 37.69265, 0.0], [-121.92858, 37.68539, 0.0]]"
2277,"Calaveras (No) 2011 CFM, Subsection 1","[[-121.99676, 37.79451, 0.0], [-121.96061, 37.75548, 0.0], [-121.95515, 37.74312, 0.0]]"
1060,"Calaveras (No) 2011 CFM, Subsection 0","[[-122.04275, 37.84409, 0.0], [-121.99676, 37.79451, 0.0]]"
1538,"Contra Costa (Lafayette) 2011 CFM, Subsection 0","[[-122.09325, 37.85123, 0.0], [-122.1049, 37.88809, 0.0]]"
457,"Contra Costa (Lafayette) 2011 CFM, Subsection 1","[[-122.1049, 37.88809, 0.0], [-122.11657, 37.92495, 0.0]]"
155,"Contra Costa (Southampton) 2011 CFM, Subsection 1","[[-122.1272, 37.98209, 0.0], [-122.08634, 37.94192, 0.0]]"
1846,"Contra Costa (Southampton) 2011 CFM, Subsection 0","[[-122.16811, 38.02224, 0.0], [-122.1272, 37.98209, 0.0]]"
956,"Contra Costa (Dillon Point) 2011 CFM, Subsection 0","[[-122.18521, 38.00861, 0.0], [-122.19415, 38.05785, 0.0]]"
2579,"Contra Costa (Dillon Point) 2011 CFM, Subsection 1","[[-122.19415, 38.05785, 0.0], [-122.2031, 38.10709, 0.0]]"
266,"Contra Costa (Lake Chabot) 2011 CFM, Subsection 0","[[-122.20864, 38.11694, 0.0], [-122.22127, 38.13215, 0.0]]"
25,"Contra Costa (Lake Chabot) 2011 CFM, Subsection 1","[[-122.22127, 38.13215, 0.0], [-122.2339, 38.14736, 0.0]]"
820,"West Napa 2011 CFM, Subsection 6","[[-122.2797, 38.21319, 0.0], [-122.24451, 38.16441, 0.0]]"
749,"West Napa 2011 CFM, Subsection 5","[[-122.30295, 38.26612, 0.0], [-122.2825, 38.21706, 0.0], [-122.2797, 38.21319, 0.0]]"
883,"West Napa 2011 CFM, Subsection 4","[[-122.32971, 38.31759, 0.0], [-122.32023, 38.30753, 0.0], [-122.30295, 38.26612, 0.0]]"
815,"West Napa 2011 CFM, Subsection 3","[[-122.37223, 38.36267, 0.0], [-122.32971, 38.31759, 0.0]]"
1403,"West Napa 2011 CFM, Subsection 2","[[-122.4098, 38.41033, 0.0], [-122.38096, 38.37192, 0.0], [-122.37223, 38.36267, 0.0]]"
1523,"West Napa 2011 CFM, Subsection 1","[[-122.44614, 38.45864, 0.0], [-122.4098, 38.41033, 0.0]]"
282,"San Andreas (North Coast) 2011 CFM, Subsection 26","[[-123.60727, 38.90029, 0.0], [-123.64077, 38.94056, 0.0]]"
875,"San Andreas (North Coast) 2011 CFM, Subsection 25","[[-123.57234, 38.86079, 0.0], [-123.59011, 38.87964, 0.0], [-123.60727, 38.90029, 0.0]]"
2120,"San Andreas (North Coast) 2011 CFM, Subsection 24","[[-123.53592, 38.8221, 0.0], [-123.57234, 38.86079, 0.0]]"
785,"San Andreas (North Coast) 2011 CFM, Subsection 23","[[-123.49981, 38.78325, 0.0], [-123.52247, 38.8078, 0.0], [-123.53592, 38.8221, 0.0]]"
578,"San Andreas (North Coast) 2011 CFM, Subsection 22","[[-123.4625, 38.74513, 0.0], [-123.48366, 38.76575, 0.0], [-123.49981, 38.78325, 0.0]]"
1251,"San Andreas (North Coast) 2011 CFM, Subsection 21","[[-123.42434, 38.70752, 0.0], [-123.43288, 38.71626, 0.0], [-123.4625, 38.74513, 0.0]]"
1697,"San Andreas (North Coast) 2011 CFM, Subsection 20","[[-123.38711, 38.66935, 0.0], [-123.42434, 38.70752, 0.0]]"
258,"San Andreas (North Coast) 2011 CFM, Subsection 19","[[-123.34984, 38.63122, 0.0], [-123.36404, 38.64567, 0.0], [-123.38711, 38.66935, 0.0]]"
696,"San Andreas (North Coast) 2011 CFM, Subsection 18","[[-123.31246, 38.59317, 0.0], [-123.34984, 38.63122, 0.0]]"
1595,"San Andreas (North Coast) 2011 CFM, Subsection 17","[[-123.27407, 38.55575, 0.0], [-123.31036, 38.59103, 0.0], [-123.31246, 38.59317, 0.0]]"
2378,"San Andreas (North Coast) 2011 CFM, Subsection 16","[[-123.23573, 38.5183, 0.0], [-123.26219, 38.54419, 0.0], [-123.27407, 38.55575, 0.0]]"
251,"San Andreas (North Coast) 2011 CFM, Subsection 15","[[-123.19692, 38.48118, 0.0], [-123.21689, 38.49986, 0.0], [-123.23573, 38.5183, 0.0]]"
2032,"San Andreas (North Coast) 2011 CFM, Subsection 14","[[-123.15761, 38.44438, 0.0], [-123.19692, 38.48118, 0.0]]"
2122,"San Andreas (North Coast) 2011 CFM, Subsection 13","[[-123.11838, 38.40755, 0.0], [-123.11884, 38.40803, 0.0], [-123.15761, 38.44438, 0.0]]"
938,"San Andreas (North Coast) 2011 CFM, Subsection 12","[[-123.08168, 38.36916, 0.0], [-123.11838, 38.40755, 0.0]]"
2473,"San Andreas (North Coast) 2011 CFM, Subsection 11","[[-123.04885, 38.32869, 0.0], [-123.07988, 38.36727, 0.0], [-123.08168, 38.36916, 0.0]]"
2586,"San Andreas (North Coast) 2011 CFM, Subsection 10","[[-123.01624, 38.28811, 0.0], [-123.04885, 38.32869, 0.0]]"
1303,"San Andreas (North Coast) 2011 CFM, Subsection 9","[[-122.98424, 38.24725, 0.0], [-123.0007, 38.26875, 0.0], [-123.01624, 38.28811, 0.0]]"
2611,"San Andreas (North Coast) 2011 CFM, Subsection 8","[[-122.95068, 38.20722, 0.0], [-122.9683, 38.22641, 0.0], [-122.98424, 38.24725, 0.0]]"
2056,"San Andreas (North Coast) 2011 CFM, Subsection 7","[[-122.91499, 38.16831, 0.0], [-122.95068, 38.20722, 0.0]]"
1570,"San Andreas (North Coast) 2011 CFM, Subsection 6","[[-122.87902, 38.12957, 0.0], [-122.89467, 38.14614, 0.0], [-122.91499, 38.16831, 0.0]]"
2538,"San Andreas (North Coast) 2011 CFM, Subsection 5","[[-122.84242, 38.09121, 0.0], [-122.84895, 38.09768, 0.0], [-122.87902, 38.12957, 0.0]]"
1263,"San Andreas (North Coast) 2011 CFM, Subsection 4","[[-122.80456, 38.05362, 0.0], [-122.84242, 38.09121, 0.0]]"
1738,"San Andreas (North Coast) 2011 CFM, Subsection 3","[[-122.76778, 38.01543, 0.0], [-122.77521, 38.02445, 0.0], [-122.80456, 38.05362, 0.0]]"
1576,"San Andreas (North Coast) 2011 CFM, Subsection 0","[[-122.66515, 37.89651, 0.0], [-122.70154, 37.93494, 0.0]]"
1158,"San Andreas (Peninsula) 2011 CFM, Subsection 15","[[-122.63122, 37.8473, 0.0], [-122.66515, 37.89651, 0.0]]"
1631,"San Andreas (Peninsula) 2011 CFM, Subsection 14","[[-122.59721, 37.79814, 0.0], [-122.61984, 37.83078, 0.0], [-122.63122, 37.8473, 0.0]]"
1160,"San Andreas (Peninsula) 2011 CFM, Subsection 13","[[-122.56318, 37.74899, 0.0], [-122.59721, 37.79814, 0.0]]"
42,"San Andreas (Peninsula) 2011 CFM, Subsection 12","[[-122.52514, 37.70191, 0.0], [-122.54528, 37.72311, 0.0], [-122.56318, 37.74899, 0.0]]"
2296,"San Andreas (Peninsula) 2011 CFM, Subsection 11","[[-122.48136, 37.6579, 0.0], [-122.50232, 37.67787, 0.0], [-122.52514, 37.70191, 0.0]]"
1761,"San Andreas (Peninsula) 2011 CFM, Subsection 10","[[-122.43749, 37.61402, 0.0], [-122.44534, 37.62354, 0.0], [-122.48136, 37.6579, 0.0]]"
1997,"San Andreas (Peninsula) 2011 CFM, Subsection 9","[[-122.39886, 37.5671, 0.0], [-122.43749, 37.61402, 0.0]]"
243,"San Andreas (Peninsula) 2011 CFM, Subsection 8","[[-122.36027, 37.52017, 0.0], [-122.39886, 37.5671, 0.0]]"
285,"San Andreas (Peninsula) 2011 CFM, Subsection 7","[[-122.31744, 37.47565, 0.0], [-122.35596, 37.51492, 0.0], [-122.36027, 37.52017, 0.0]]"
1141,"San Andreas (Peninsula) 2011 CFM, Subsection 6","[[-122.27412, 37.43142, 0.0], [-122.31744, 37.47565, 0.0]]"
128,"San Andreas (Peninsula) 2011 CFM, Subsection 5","[[-122.2328, 37.38602, 0.0], [-122.26628, 37.42341, 0.0], [-122.27412, 37.43142, 0.0]]"
2329,"San Andreas (Peninsula) 2011 CFM, Subsection 4","[[-122.19097, 37.34096, 0.0], [-122.20213, 37.35174, 0.0], [-122.2328, 37.38602, 0.0]]"
352,"San Andreas (Peninsula) 2011 CFM, Subsection 0","[[-122.00197, 37.17514, 0.0], [-122.0484, 37.21722, 0.0]]"
1800,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 0","[[-122.00197, 37.17514, 0.0], [-121.97604, 37.15797, 0.0], [-121.94272, 37.13425, 0.0]]"
760,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 1","[[-121.94272, 37.13425, 0.0], [-121.88688, 37.09443, 0.0], [-121.88405, 37.09287, 0.0]]"
2384,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 2","[[-121.88405, 37.09287, 0.0], [-121.81994, 37.05752, 0.0], [-121.81965, 37.05734, 0.0]]"
306,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 3","[[-121.81965, 37.05734, 0.0], [-121.7641, 37.02349, 0.0], [-121.7591, 37.01812, 0.0]]"
1534,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 4","[[-121.7591, 37.01812, 0.0], [-121.73022, 36.98707, 0.0], [-121.7094, 36.97005, 0.0]]"
967,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 5","[[-121.7094, 36.97005, 0.0], [-121.66466, 36.93344, 0.0], [-121.65335, 36.92666, 0.0]]"
596,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 6","[[-121.65335, 36.92666, 0.0], [-121.61674, 36.90468, 0.0], [-121.59278, 36.88729, 0.0]]"
1284,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 7","[[-121.59278, 36.88729, 0.0], [-121.53499, 36.84528, 0.0]]"
1589,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 8","[[-121.53499, 36.84528, 0.0], [-121.52059, 36.8348, 0.0], [-121.47635, 36.80405, 0.0]]"
1516,"Morales (East), Subsection 2","[[-119.6123, 34.96446, 0.0], [-119.67389, 34.98177, 0.0]]"
1783,"Morales (East), Subsection 1","[[-119.54959, 34.95028, 0.0], [-119.5938, 34.95926, 0.0], [-119.6123, 34.96446, 0.0]]"
437,"Morales (East), Subsection 0","[[-119.48507, 34.94336, 0.0], [-119.54702, 34.94976, 0.0], [-119.54959, 34.95028, 0.0]]"
770,"San Andreas (North Coast) 2011 CFM, Subsection 27","[[-123.64077, 38.94056, 0.0], [-123.67431, 38.98082, 0.0]]"
667,"San Andreas (North Coast) 2011 CFM, Subsection 28","[[-123.67431, 38.98082, 0.0], [-123.6909, 39.00072, 0.0], [-123.70754, 39.02124, 0.0]]"
6,"San Andreas (North Coast) 2011 CFM, Subsection 29","[[-123.70754, 39.02124, 0.0], [-123.7299, 39.04879, 0.0], [-123.73896, 39.0625, 0.0]]"
1968,"San Andreas (North Coast) 2011 CFM, Subsection 30","[[-123.73896, 39.0625, 0.0], [-123.76719, 39.10517, 0.0]]"
2621,"San Andreas (North Coast) 2011 CFM, Subsection 31","[[-123.76719, 39.10517, 0.0], [-123.79545, 39.14784, 0.0]]"
